constructorStandingsId,raceId,constructorId,points,position,positionText,wins
19857,724,6,22,3,3,1
19856,724,172,43,1,1,4
19877,725,167,0,14,14,0
19873,725,66,28,2,2,1
20064,709,6,0,6,6,0
19894,726,167,0,15,15,0
19891,726,170,21,4,4,0
19912,727,167,0,16,16,0
19908,727,66,36,2,2,2
19516,729,26,0,7,7,0
19513,729,170,2,4,4,0
19512,729,6,4,3,3,0
19524,730,176,0,8,8,0
19523,730,26,3,5,5,0
19520,730,170,11,1,1,1
19519,730,6,10,3,3,0
19533,731,176,0,8,8,0
19532,731,26,5,5,5,0
19528,731,6,14,3,3,0
19527,731,172,15,2,2,1
19810,720,66,12,1,1,1
19545,732,32,0,10,10,0
19544,732,87,0,7,7,0
19542,732,176,0,8,8,0
19541,732,26,7,6,6,0
19804,720,34,4,4,4,0
19556,733,32,0,10,10,0
19555,733,87,0,8,8,0
19552,733,26,13,5,5,0
19571,734,34,0,12,12,0
19568,734,32,0,11,11,0
19564,734,26,19,4,4,0
19561,734,170,23,3,3,1
19796,719,26,0,6,6,0
19797,719,34,0,7,7,0
19588,735,32,0,11,11,0
19583,735,34,0,12,12,0
19581,735,87,0,10,10,0
19577,735,172,27,2,2,2
19605,736,32,0,12,12,0
19600,736,34,3,7,7,0
19598,736,87,0,11,11,0
19791,719,66,9,1,1,1
19624,737,32,0,14,14,0
19615,737,87,0,11,11,0
19613,737,176,1,8,8,0
19340,740,66,0,6,6,0
19333,739,66,0,6,6,0
19327,738,172,9,1,1,1
19548,733,6,14,4,4,0
19547,733,172,24,1,1,2
19538,732,170,17,2,2,1
19546,733,66,23,2,2,1
19537,732,6,14,4,4,0
19536,732,172,15,3,3,1
19535,732,66,20,1,1,1
19529,731,170,11,4,4,1
19356,742,66,1,5,5,0
19526,731,66,16,1,1,1
19553,733,176,0,9,9,0
19510,729,66,9,1,1,1
19511,729,172,6,2,2,0
19517,730,66,10,2,2,1
19518,730,172,6,4,4,0
19560,734,6,15,6,6,0
19549,733,170,21,3,3,1
19390,745,66,7,5,5,0
19389,745,167,0,6,6,0
19388,745,170,14,4,4,0
18892,761,118,0,11,11,0
18904,762,118,0,11,11,0
18900,762,105,0,7,7,0
18880,760,118,0,11,11,0
18916,763,118,0,11,11,0
18868,759,105,0,6,6,0
18866,759,32,3,4,4,0
18865,759,66,8,3,3,1
18864,759,167,0,5,5,0
19063,749,105,0,7,7,0
18853,757,105,0,7,7,0
18846,756,105,0,7,7,0
19939,728,180,0,15,15,0
19938,728,51,0,16,16,0
19933,728,32,0,19,19,0
19931,728,167,0,14,14,0
19928,728,170,25,5,5,0
19906,727,6,24,3,3,1
19904,727,176,4,8,8,0
19888,726,6,24,3,3,1
19887,726,172,51,1,1,5
19886,726,176,4,8,8,0
19871,725,6,22,3,3,1
19870,725,172,51,1,1,5
19855,724,176,4,7,7,0
19854,724,26,0,9,9,0
19852,724,54,0,11,11,0
19841,723,26,0,9,9,0
19839,723,54,0,11,11,0
19830,722,176,1,7,7,0
19828,722,34,13,4,4,0
19817,721,26,0,10,10,0
19815,721,54,0,11,11,0
19803,720,54,0,10,10,0
19559,734,172,27,2,2,2
19558,734,66,31,1,1,2
19386,745,6,45,1,1,5
19385,745,172,35,2,2,3
19377,744,66,3,5,5,0
19366,743,66,1,5,5,0
19365,743,167,0,6,6,0
19364,743,170,10,4,4,0
19355,742,167,0,6,6,0
19354,742,170,9,4,4,0
19347,741,66,1,5,5,0
19346,741,167,0,6,6,0
19339,740,167,0,5,5,0
19332,739,167,0,5,5,0
19326,738,6,6,2,2,0
19135,755,118,0,13,13,0
19126,755,6,26,3,3,1
19132,755,105,0,11,11,0
19129,755,170,48,1,1,6
19128,755,32,34,2,2,2
19127,755,66,8,4,4,0
19125,755,167,3,5,5,0
19122,754,118,0,13,13,0
19114,754,32,28,2,2,1
19117,754,105,0,10,10,0
19115,754,66,6,4,4,0
19113,754,167,3,5,5,0
19112,754,6,26,3,3,1
19111,754,170,48,1,1,6
19109,753,118,0,12,12,0
19102,753,66,6,4,4,0
19104,753,170,48,1,1,6
19103,753,32,28,2,2,1
19101,753,6,19,3,3,0
19100,753,167,3,5,5,0
19097,752,118,0,12,12,0
19089,752,6,16,3,3,0
19092,752,170,46,1,1,5
19091,752,32,25,2,2,1
19090,752,66,6,4,4,0
19088,752,167,3,5,5,0
19098,752,105,0,8,8,0
19081,751,105,0,7,7,0
19086,751,118,0,11,11,0
19075,751,170,38,1,1,4
19076,751,6,15,3,3,0
19077,751,167,3,5,5,0
19078,751,32,19,2,2,1
19110,753,105,0,8,8,0
19074,750,105,0,7,7,0
19066,750,6,15,3,3,0
19056,749,66,6,4,4,0
19058,749,170,22,1,1,2
19057,749,32,15,2,2,1
19055,749,6,12,3,3,0
19052,748,105,0,7,7,0
19046,748,6,10,2,2,0
19044,748,167,3,4,4,0
19048,748,32,9,3,3,1
19047,748,170,14,1,1,1
19045,748,66,2,5,5,0
19036,747,6,10,2,2,0
19037,747,170,14,1,1,1
19035,747,66,2,5,5,0
19032,746,105,0,7,7,0
19030,746,66,0,5,5,0
19028,746,167,3,3,3,0
19029,746,32,1,4,4,0
19026,746,170,8,1,1,1
19027,746,6,6,2,2,0
19596,736,176,1,8,8,0
19592,736,170,27,3,3,1
19579,735,176,0,8,8,0
19580,735,66,37,1,1,3
18860,758,105,0,8,8,0
18851,757,32,0,5,5,0
18850,757,66,0,4,4,0
18849,757,167,0,3,3,0
18858,758,32,3,4,4,0
18857,758,66,8,2,2,1
18856,758,167,0,5,5,0
18855,758,6,8,3,3,0
18854,758,170,14,1,1,1
17846,775,32,3,6,6,0
17847,775,118,48,1,1,6
18844,756,32,0,5,5,0
18843,756,66,0,4,4,0
18842,756,167,0,3,3,0
18841,756,6,6,2,2,0
18840,756,170,8,1,1,1
18848,757,6,6,2,2,0
18847,757,170,8,1,1,1
17845,775,66,18,4,4,0
17844,775,105,6,5,5,0
17833,774,87,31,3,3,2
17834,774,6,40,2,2,2
17835,774,105,6,5,5,0
17836,774,66,15,4,4,0
17837,774,32,3,6,6,0
17838,774,118,46,1,1,5
17824,773,87,29,3,3,2
19611,737,172,36,2,2,3
19610,737,6,18,6,6,0
19576,735,6,18,5,5,0
18863,759,6,16,2,2,1
18862,759,170,18,1,1,1
17827,773,66,15,4,4,0
17828,773,32,3,6,6,0
17829,773,118,41,1,1,4
18876,760,105,0,7,7,0
17826,773,105,6,5,5,0
17825,773,6,40,2,2,2
18874,760,32,3,4,4,0
18873,760,66,14,3,3,1
18872,760,167,0,6,6,0
18871,760,6,16,2,2,1
18870,760,170,26,1,1,2
17820,772,118,33,2,2,3
17818,772,66,12,4,4,0
17819,772,32,3,6,6,0
17817,772,105,6,5,5,0
17816,772,6,37,1,1,2
17815,772,87,29,3,3,2
18888,761,105,0,7,7,0
18886,761,32,3,4,4,0
18885,761,66,16,3,3,1
18884,761,167,0,5,5,0
17810,771,32,3,6,6,0
17811,771,118,25,2,2,2
17809,771,66,12,4,4,0
17806,771,87,23,3,3,2
17807,771,6,36,1,1,2
19609,737,170,29,3,3,1
19606,737,26,19,4,4,0
19593,736,6,18,6,6,0
19594,736,172,36,2,2,3
18883,761,6,24,2,2,2
17799,770,105,6,5,5,0
17800,770,66,10,4,4,0
17801,770,32,3,6,6,0
17802,770,118,22,2,2,2
18882,761,170,29,1,1,2
17793,769,118,16,3,3,2
19376,744,167,0,6,6,0
19375,744,170,13,4,4,0
19362,743,6,42,1,1,4
19361,743,172,26,2,2,2
19352,742,6,42,1,1,4
19351,742,172,17,2,2,1
17792,769,32,3,6,6,0
17789,769,6,20,1,1,0
17790,769,105,3,5,5,0
19597,736,66,39,1,1,3
19345,741,170,6,4,4,0
19343,741,6,33,1,1,3
19342,741,172,17,2,2,1
19338,740,170,4,3,3,0
17784,768,118,8,3,3,1
17783,768,32,0,6,6,0
17782,768,66,8,4,4,0
17781,768,105,3,5,5,0
17780,768,6,14,2,2,0
17779,768,87,19,1,1,2
17775,767,118,8,3,3,1
17791,769,66,10,4,4,0
17774,767,32,0,6,6,0
17767,766,118,0,6,6,0
17766,766,32,0,5,5,0
17765,766,66,2,4,4,0
17764,766,105,3,3,3,0
17763,766,6,12,2,2,0
17762,766,87,16,1,1,2
17773,767,66,8,4,4,0
17772,767,105,3,5,5,0
17771,767,6,14,2,2,0
17770,767,87,19,1,1,2
17761,765,105,3,3,3,0
17760,765,6,6,2,2,0
17759,765,87,8,1,1,1
17788,769,87,19,2,2,2
17798,770,6,28,1,1,1
17797,770,87,19,3,3,2
17808,771,105,6,5,5,0
17842,775,87,31,3,3,2
17843,775,6,40,2,2,2
19575,735,170,25,3,3,1
19572,735,26,19,4,4,0
19565,734,176,0,10,10,0
19567,734,87,0,9,9,0
19336,740,6,24,1,1,2
19335,740,172,13,2,2,1
19331,739,170,2,4,4,0
19324,738,170,1,4,4,0
19323,738,167,0,5,5,0
19079,751,66,6,4,4,0
19065,750,167,3,5,5,0
18928,764,118,0,15,15,0
19042,747,105,0,7,7,0
19038,747,32,9,3,3,1
19034,747,167,3,4,4,0
19054,749,167,3,5,5,0
19067,750,66,6,4,4,0
19068,750,32,17,2,2,1
19069,750,170,30,1,1,3
22131,613,34,12,4,4,0
22132,613,1,35,3,3,2
22133,613,6,12,5,5,0
22119,612,34,11,5,5,0
22120,612,1,26,3,3,1
22044,607,6,9,4,4,0
22040,607,37,0,10,10,0
22041,607,66,1,5,5,0
22042,607,34,1,6,6,0
22032,605,66,0,6,6,0
22033,605,34,1,5,5,0
21918,622,1,17,1,1,1
21909,621,1,15,1,1,1
21906,621,37,3,5,5,0
21898,620,63,2,4,4,0
21946,624,1,23,2,2,1
21941,624,66,9,5,5,1
21940,624,32,28,1,1,2
21921,623,32,19,2,2,1
21927,623,1,19,1,1,1
21913,622,66,0,8,8,0
21914,622,34,1,7,7,0
21912,622,32,15,2,2,1
21905,621,34,1,7,7,0
21904,621,66,0,8,8,0
21895,620,66,0,7,7,0
21894,620,32,0,8,8,0
21779,641,201,0,10,10,0
21767,640,201,0,10,10,0
21756,639,201,0,11,11,0
21755,639,66,21,3,3,1
21745,638,201,0,11,11,0
21734,637,201,0,11,11,0
21723,636,201,0,11,11,0
21722,636,66,12,3,3,0
21712,635,201,0,11,11,0
21711,635,66,9,3,3,0
21681,632,66,0,10,10,0
21662,655,32,59,1,1,6
21664,655,37,48,3,3,1
21661,655,66,23,6,6,1
21660,655,6,52,2,2,4
21650,654,32,59,1,1,6
21652,654,37,45,3,3,1
21649,654,66,22,6,6,1
21648,654,6,46,2,2,3
21638,653,32,50,1,1,5
21640,653,37,43,3,3,1
21637,653,66,16,7,7,1
21636,653,6,43,2,2,3
21627,652,32,50,1,1,5
21626,652,66,13,7,7,1
21625,652,6,34,4,4,2
21618,651,37,33,2,2,1
21616,651,32,50,1,1,5
21615,651,66,13,7,7,1
21614,651,6,25,5,5,1
21607,650,37,33,2,2,1
21605,650,32,50,1,1,5
21604,650,66,10,7,7,1
21603,650,6,16,5,5,0
21594,649,32,41,1,1,4
21593,649,66,10,6,6,1
21592,649,6,10,7,7,0
21584,648,32,32,1,1,3
21586,648,37,31,2,2,1
21583,648,66,10,6,6,1
21582,648,6,7,7,7,0
21574,647,32,23,2,2,2
21576,647,37,25,1,1,1
21573,647,66,10,6,6,1
21572,647,6,7,7,7,0
21570,646,187,15,3,3,0
21565,646,32,14,4,4,1
21564,646,66,10,6,6,1
21563,646,6,3,7,7,0
21558,645,37,13,4,4,1
21556,645,32,14,3,3,1
21555,645,66,1,6,6,0
21554,645,6,0,8,8,0
21547,644,32,5,4,4,0
21546,644,66,0,6,6,0
21545,644,6,0,7,7,0
21539,643,32,2,5,5,0
21369,665,182,45,3,3,2
21359,664,182,39,2,2,2
21350,663,182,30,3,3,1
21342,662,6,4,5,5,0
21336,661,187,20,3,3,0
21328,660,187,18,3,3,0
21318,659,6,4,5,5,0
21537,643,6,0,7,7,0
21388,666,183,0,10,10,0
21386,666,180,47,3,3,2
21380,666,6,7,6,6,0
21379,666,182,49,2,2,2
21373,665,66,6,6,6,0
21372,665,187,29,4,4,0
21371,665,191,0,8,8,0
21370,665,6,7,5,5,0
21366,664,180,38,3,3,1
21365,664,167,0,7,7,0
21363,664,66,2,6,6,0
21361,664,191,0,8,8,0
21360,664,6,5,5,5,0
21354,663,66,2,6,6,0
21353,663,187,27,4,4,0
21352,663,191,0,8,8,0
21351,663,6,5,5,5,0
21343,662,191,0,8,8,0
21341,662,182,28,3,3,1
21335,661,191,0,8,8,0
21334,661,6,4,5,5,0
21333,661,182,19,4,4,0
21327,660,191,0,8,8,0
21326,660,6,4,5,5,0
21325,660,182,13,4,4,0
21320,659,187,15,3,3,0
21319,659,191,0,8,8,0
21317,659,182,9,4,4,0
21310,658,6,0,8,8,0
21311,658,191,0,7,7,0
21309,658,182,7,4,4,0
21303,657,6,0,7,7,0
21302,657,182,1,5,5,0
21297,656,191,0,5,5,0
21296,656,6,0,6,6,0
21295,656,182,0,7,7,0
21102,678,1,0,14,14,0
21101,678,26,0,13,13,0
21099,678,187,49,2,2,3
21097,678,66,28,5,5,0
21085,677,1,0,14,14,0
21084,677,26,0,13,13,0
21082,677,187,43,3,3,3
21080,677,66,25,5,5,0
21068,676,1,0,14,14,0
21067,676,26,0,13,13,0
21066,676,170,0,17,17,0
21064,676,183,0,15,15,0
21051,675,1,0,14,14,0
21050,675,26,0,13,13,0
21048,675,187,31,4,4,2
21046,675,66,21,5,5,0
21034,674,1,0,14,14,0
21033,674,26,0,13,13,0
21032,674,170,0,17,17,0
21030,674,183,0,15,15,0
21016,673,187,22,3,3,1
21014,673,66,17,5,5,0
21013,673,170,0,15,15,0
21002,672,170,0,15,15,0
20999,672,183,0,12,12,0
20998,672,66,17,5,5,0
20987,671,170,0,15,15,0
20984,671,183,0,12,12,0
20983,671,66,16,3,3,0
20971,670,187,17,2,2,1
20969,670,66,12,3,3,0
20968,670,170,0,15,15,0
20957,669,170,0,15,15,0
20954,669,183,0,12,12,0
20953,669,66,6,4,4,0
20942,668,66,0,10,10,0
20941,668,170,0,14,14,0
20927,667,66,0,12,12,0
20926,667,170,0,11,11,0
20913,689,26,0,14,14,0
20910,689,189,0,17,17,0
20909,689,187,0,12,12,0
20908,689,182,0,13,13,0
20893,688,26,0,14,14,0
20890,688,189,0,17,17,0
20889,688,187,0,13,13,0
20888,688,182,0,12,12,0
20873,687,26,0,13,13,0
20870,687,189,0,16,16,0
20869,687,182,0,12,12,0
20854,686,26,0,13,13,0
20851,686,189,0,16,16,0
20850,686,182,0,12,12,0
20836,685,26,0,13,13,0
20835,685,182,0,12,12,0
20833,685,180,19,3,3,2
20816,684,189,0,14,14,0
20813,684,180,19,2,2,2
20800,683,189,0,14,14,0
20798,683,180,10,5,5,1
20787,682,180,10,4,4,1
20784,682,172,0,13,13,0
20783,682,194,3,10,10,0
20772,681,180,9,3,3,1
20769,681,172,0,12,12,0
20768,681,194,3,8,8,0
20754,680,189,0,12,12,0
20743,679,66,0,9,9,0
20742,679,189,0,8,8,0
20724,698,183,1,10,10,0
20720,698,191,42,1,1,4
20730,698,6,31,2,2,2
20726,698,189,4,7,7,0
20725,698,66,22,4,4,1
20723,698,172,8,6,6,0
20722,698,181,1,11,11,0
20721,698,176,13,5,5,1
20707,697,181,1,10,10,0
20705,697,191,40,1,1,4
20714,697,167,24,3,3,0
20711,697,189,2,7,7,0
20710,697,66,22,4,4,1
20709,697,183,1,9,9,0
20708,697,172,8,6,6,0
20706,697,176,13,5,5,1
20696,696,189,2,7,7,0
20695,696,66,22,3,3,1
20694,696,183,1,8,8,0
20693,696,172,7,5,5,0
20692,696,181,1,9,9,0
20691,696,176,4,6,6,0
20690,696,191,40,1,1,4
20682,695,66,22,3,3,1
20678,695,176,2,7,7,0
20679,695,181,1,8,8,0
20680,695,172,7,5,5,0
20683,695,189,2,6,6,0
20681,695,183,0,10,10,0
20677,695,191,39,1,1,4
20664,694,191,30,1,1,3
20665,694,176,2,7,7,0
20666,694,181,1,8,8,0
20667,694,172,7,5,5,0
20668,694,183,0,10,10,0
20669,694,66,19,3,3,1
20670,694,189,2,6,6,0
20656,693,66,13,3,3,1
20657,693,189,2,6,6,0
20655,693,183,0,9,9,0
20654,693,172,3,5,5,0
20653,693,181,1,7,7,0
20652,693,176,0,11,11,0
20651,693,191,21,1,1,2
20642,692,181,1,6,6,0
20643,692,172,0,8,8,0
20644,692,183,0,7,7,0
20641,692,176,0,9,9,0
20640,692,191,12,2,2,1
20634,691,66,9,2,2,1
20632,691,172,0,6,6,0
20631,691,181,0,8,8,0
20630,691,176,0,7,7,0
20629,691,191,3,4,4,0
20625,690,183,0,8,8,0
20623,690,172,0,4,4,0
20621,690,176,0,6,6,0
20620,690,191,0,7,7,0
20497,708,181,5,7,7,0
20498,708,170,14,5,5,0
20499,708,6,26,4,4,0
20495,708,172,54,1,1,6
20494,708,176,2,8,8,0
20491,708,180,0,14,14,0
20489,708,167,0,16,16,0
20488,708,11,11,6,6,1
20479,707,172,54,1,1,6
20483,707,6,26,3,3,0
20481,707,181,2,6,6,0
20480,707,183,24,4,4,0
20478,707,176,1,8,8,0
20475,707,180,0,14,14,0
20473,707,167,0,16,16,0
20472,707,11,2,7,7,0
20465,706,181,2,6,6,0
20466,706,170,13,5,5,0
20463,706,172,54,1,1,6
20462,706,176,1,8,8,0
20459,706,180,0,14,14,0
20457,706,167,0,16,16,0
20456,706,11,2,7,7,0
20449,705,181,2,6,6,0
20450,705,170,11,5,5,0
20451,705,6,21,3,3,0
20447,705,172,54,1,1,6
20446,705,176,0,9,9,0
20443,705,180,0,14,14,0
20441,705,167,0,16,16,0
20440,705,11,2,7,7,0
20431,704,172,45,1,1,5
20435,704,6,20,3,3,0
20433,704,181,2,6,6,0
20432,704,183,11,4,4,0
20430,704,176,0,9,9,0
20427,704,180,0,14,14,0
20425,704,167,0,16,16,0
20424,704,11,2,7,7,0
20417,703,181,2,6,6,0
20418,703,170,8,4,4,0
20415,703,172,36,1,1,4
20414,703,176,0,10,10,0
20411,703,180,0,14,14,0
20409,703,167,0,16,16,0
20408,703,11,1,7,7,0
20399,702,172,27,1,1,3
20403,702,6,16,3,3,0
20401,702,181,2,6,6,0
20400,702,183,6,5,5,0
20398,702,176,0,10,10,0
20395,702,180,0,14,14,0
20393,702,167,0,16,16,0
20392,702,11,1,7,7,0
20385,701,181,1,6,6,0
20386,701,170,8,4,4,0
20387,701,6,12,3,3,0
20383,701,172,18,2,2,2
20382,701,176,0,10,10,0
20379,701,180,0,14,14,0
20377,701,167,0,16,16,0
20376,701,11,1,7,7,0
20368,700,183,0,6,6,0
20369,700,181,1,5,5,0
20367,700,172,9,3,3,1
20366,700,176,0,9,9,0
20363,700,180,0,14,14,0
20361,700,167,0,16,16,0
20360,700,11,0,11,11,0
20357,699,66,4,3,3,0
20347,699,180,0,13,13,0
20345,699,167,0,15,15,0
20171,718,181,7,6,6,0
20168,718,6,45,1,1,3
20167,718,183,30,4,4,2
20166,718,176,3,8,8,0
20165,718,170,16,5,5,0
20164,718,172,37,3,3,3
20163,718,66,42,2,2,2
20158,717,181,7,6,6,0
20155,717,6,43,1,1,3
20154,717,183,21,4,4,1
20153,717,176,3,8,8,0
20152,717,170,16,5,5,0
20151,717,172,36,3,3,3
20150,717,66,42,2,2,2
20144,716,172,35,3,3,3
20141,716,181,3,7,7,0
20140,716,170,16,5,5,0
20139,716,176,3,8,8,0
20138,716,183,21,4,4,1
20137,716,6,37,1,1,3
20131,715,66,36,1,1,1
20129,715,181,3,6,6,0
20128,715,170,10,5,5,0
20127,715,176,3,7,7,0
20126,715,183,21,4,4,1
20125,715,6,28,3,3,2
20120,714,172,34,1,1,3
20117,714,181,3,6,6,0
20116,714,170,10,5,5,0
20115,714,176,3,7,7,0
20114,714,183,17,4,4,1
20113,714,6,19,3,3,1
20110,713,182,0,11,11,0
20105,713,170,10,5,5,0
20104,713,176,3,6,6,0
20103,713,183,17,3,3,1
20102,713,6,10,4,4,0
20099,712,172,25,1,1,2
20094,712,176,3,6,6,0
20093,712,183,14,3,3,1
20092,712,6,6,5,5,0
20085,711,170,8,3,3,0
20086,711,181,0,8,8,0
20084,711,176,3,6,6,0
20083,711,183,5,5,5,0
20082,711,6,6,4,4,0
19927,728,66,36,2,2,2
19925,728,6,26,4,4,1
19924,728,172,54,1,1,7
19923,728,176,4,8,8,0
19922,728,26,0,9,9,0
19921,728,34,28,3,3,0
19920,728,54,0,12,12,0
19914,727,32,0,15,15,0
19905,727,172,54,1,1,6
19909,727,170,23,5,5,0
19903,727,26,0,9,9,0
19902,727,34,24,4,4,0
19901,727,54,0,12,12,0
19890,726,66,35,2,2,2
19885,726,26,0,9,9,0
19884,726,34,18,5,5,0
19883,726,54,0,12,12,0
19874,725,170,21,4,4,0
19869,725,176,4,8,8,0
19868,725,26,0,9,9,0
19867,725,34,15,5,5,0
19866,725,54,0,11,11,0
19860,724,170,17,4,4,0
19853,724,34,13,5,5,0
19846,723,66,18,2,2,1
19842,723,176,2,7,7,0
19840,723,34,13,4,4,0
19829,722,26,0,9,9,0
19827,722,54,0,11,11,0
19822,721,66,14,2,2,1
19820,721,6,7,5,5,0
19816,721,34,10,4,4,0
19813,720,170,10,3,3,0
19807,720,172,10,2,2,1
19617,737,34,6,7,7,0
19614,737,66,42,1,1,4
19589,736,26,19,4,4,0
19373,744,6,45,1,1,5
19372,744,172,26,2,2,2
19329,739,6,15,1,1,1
19328,739,172,13,2,2,1
19322,738,66,0,6,6,0
18924,764,105,0,9,9,0
18922,764,32,5,4,4,0
18921,764,66,18,3,3,1
18920,764,167,0,6,6,0
18919,764,6,32,2,2,2
18918,764,170,40,1,1,5
18912,763,105,0,7,7,0
18910,763,32,3,4,4,0
18909,763,66,18,3,3,1
18908,763,167,0,6,6,0
18907,763,6,32,2,2,2
18906,763,170,38,1,1,4
18898,762,32,3,4,4,0
18897,762,66,18,3,3,1
18896,762,167,0,6,6,0
18895,762,6,28,2,2,2
18894,762,170,34,1,1,3
22707,582,64,7,5,5,0
22705,582,6,35,1,1,3
22702,582,32,6,6,6,0
22724,583,64,16,5,5,1
22722,583,6,41,1,1,3
22741,584,34,36,2,2,1
22744,584,56,0,17,17,0
22740,584,6,50,1,1,4
22759,585,34,42,2,2,1
22762,585,56,0,17,17,0
22758,585,6,50,1,1,4
22778,586,34,51,2,2,2
22781,586,56,0,17,17,0
22777,586,6,54,1,1,4
22791,587,26,0,16,16,0
22792,587,37,7.5,7,7,1
22793,587,32,7,8,8,0
22811,588,26,0,16,16,0
22812,588,37,7.5,7,7,1
22813,588,32,7,8,8,0
22831,589,26,0,17,17,0
22832,589,37,7.5,8,8,1
22833,589,32,9,7,7,0
22862,560,66,0,13,13,0
22879,561,64,0,15,15,0
22896,562,64,0,16,16,0
22914,563,64,0,17,17,0
22915,563,182,0,19,19,0
22933,564,66,0,19,19,0
22934,564,64,0,18,18,0
22952,565,66,0,19,19,0
22953,565,64,0,18,18,0
22971,566,64,0,18,18,0
22972,566,66,0,19,19,0
22991,567,182,0,17,17,0
23010,568,182,0,18,18,0
23028,569,64,0,15,15,0
23029,569,66,0,19,19,0
23047,570,64,0,15,15,0
23048,570,66,0,19,19,0
23066,571,64,0,15,15,0
23067,571,66,0,19,19,0
23085,572,64,0,15,15,0
23086,572,66,0,19,19,0
23104,573,64,0,15,15,0
23105,573,66,0,19,19,0
23123,574,64,0,15,15,0
23124,574,66,0,19,19,0
23144,575,66,0,20,20,0
23988,512,21,0,6,6,0
23986,512,57,0,8,8,0
23984,512,59,0,10,10,0
23982,512,4,0,12,12,0
24007,513,32,12,2,2,0
24006,513,1,4,3,3,0
24005,513,56,1,6,6,0
23996,513,204,0,14,14,0
23981,512,204,0,13,13,0
24030,515,6,33,1,1,2
24037,515,32,20,3,3,0
24036,515,1,4,5,5,0
24046,516,57,0,13,13,0
24043,516,25,11,4,4,0
24049,516,58,0,9,9,0
24062,517,57,0,14,14,0
24059,517,25,15,4,4,0
24079,518,57,0,14,14,0
24076,518,25,15,4,4,0
24097,519,3,14,5,5,0
24094,519,59,0,12,12,0
24092,519,4,13,6,6,1
24114,520,3,23,4,4,1
24117,520,56,1,10,10,0
24111,520,59,0,12,12,0
24109,520,4,19,6,6,1
24129,521,6,65,1,1,4
24128,521,59,0,12,12,0
24127,521,25,21,5,5,0
24125,521,204,1,9,9,0
24126,521,4,19,6,6,1
24166,523,57,0,14,14,0
24163,523,58,0,11,11,0
24161,523,1,13,7,7,0
24181,524,21,5,9,9,0
24179,524,56,1,10,10,0
24177,524,32,39,4,4,0
24198,525,58,0,11,11,0
24196,525,1,14,7,7,0
24195,525,32,39,4,4,0
24218,526,21,5,9,9,0
24216,526,56,1,12,12,0
24214,526,32,39,4,4,0
24232,337,6,43,1,1,1
24233,337,1,21,2,2,0
24234,337,9,16,4,4,0
24235,337,131,18,3,3,0
24237,337,3,1,6,6,0
24238,337,4,0,7,7,0
24239,337,5,0,8,8,0
24241,337,15,0,10,10,0
24244,338,6,70,1,1,1
24245,338,1,54,2,2,1
24246,338,9,18,5,5,0
24247,338,131,29,3,3,0
24249,338,3,5,7,7,0
24250,338,4,18,4,4,0
24251,338,5,0,8,8,0
24253,338,15,0,9,9,0
24256,339,6,76,1,1,1
24257,339,1,66,2,2,1
24258,339,9,61,3,3,1
24259,339,131,44,4,4,0
24261,339,3,6,7,7,0
24262,339,4,30,5,5,0
24263,339,5,2,8,8,0
24265,339,15,0,9,9,0
24268,340,6,90,2,2,1
24269,340,1,109,1,1,2
24270,340,9,73,3,3,1
24271,340,131,60,4,4,0
24273,340,3,6,7,7,0
24274,340,4,46,5,5,0
24275,340,5,2,8,8,0
24277,340,15,0,9,9,0
24280,341,6,116,2,2,1
24281,341,1,119,1,1,2
24282,341,9,113,3,3,2
24283,341,131,72,4,4,0
24285,341,3,8,7,7,0
24286,341,4,50,5,5,0
24287,341,5,3,8,8,0
24289,341,15,0,9,9,0
24316,343,6,146,3,3,1
24310,342,4,65,5,5,0
24307,342,131,78,4,4,0
24313,342,15,0,9,9,0
24309,342,3,8,7,7,0
24311,342,5,4,8,8,0
24306,342,9,156,1,1,3
24305,342,1,129,3,3,2
24304,342,6,136,2,2,1
24317,343,1,172,1,1,3
24318,343,9,171,2,2,3
24319,343,131,100,4,4,0
24321,343,3,8,7,7,0
24322,343,4,73,5,5,0
24323,343,5,4,8,8,0
24325,343,15,1,9,9,0
24328,344,6,161,3,3,1
24329,344,1,215,1,1,4
24330,344,9,193,2,2,3
24331,344,131,108,4,4,0
24333,344,3,8,8,8,0
24334,344,4,79,5,5,0
24335,344,5,8,7,7,0
24337,344,15,1,9,9,0
24340,345,6,165,3,3,1
24341,345,1,248,1,1,4
24342,345,9,218,2,2,4
24343,345,131,109,4,4,0
24345,345,3,20,7,7,0
24346,345,4,89,5,5,0
24347,345,5,10,8,8,0
24349,345,15,7,9,9,0
24352,346,6,165,3,3,1
24353,346,1,278,1,1,4
24354,346,9,249,2,2,5
24355,346,131,126,4,4,0
24357,346,3,31,7,7,0
24358,346,4,89,5,5,0
24359,346,5,10,9,9,0
24361,346,15,15,8,8,0
24364,347,6,208,3,3,2
24365,347,1,300,1,1,4
24366,347,9,272,2,2,5
24367,347,131,132,4,4,0
24369,347,3,31,7,7,0
24370,347,4,96,5,5,0
24371,347,5,10,9,9,0
24373,347,15,15,8,8,0
24376,348,6,238,3,3,2
24377,348,1,304,2,2,4
24378,348,9,312,1,1,6
24379,348,131,132,4,4,0
24381,348,3,40,7,7,0
24382,348,4,106,5,5,0
24383,348,5,10,9,9,0
24385,348,15,23,8,8,0
24388,349,6,250,3,3,2
24389,349,1,329,2,2,5
24390,349,9,330,1,1,6
24391,349,131,146,4,4,0
